route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
9349,3,5890395,the Richmond District,0,105,112831
9349,3,5890396,the Richmond District,0,111,112831
9349,3,5890397,the Richmond District,0,101,112831
9349,3,5890398,the Richmond District,0,107,112831
9349,3,5890399,the Richmond District,0,104,112831
9349,3,5890400,the Richmond District,0,110,112831
9349,3,5890401,the Richmond District,0,103,112831
9349,3,5890402,the Richmond District,0,106,112831
9349,3,5890403,the Richmond District,0,109,112831
9349,3,5890404,the Richmond District,0,102,112831
9349,3,5890406,the Richmond District,0,112,112831
9349,3,5890407,the Richmond District,0,108,112831
9349,3,5890408,the Richmond District,0,105,112831
9349,3,5890444,the Richmond District,0,111,112831
9349,3,5890443,the Richmond District,0,101,112831
9349,3,5890442,the Richmond District,0,107,112831
9349,3,5890409,the Richmond District,0,104,112831
9349,3,5890410,the Richmond District,0,110,112831
9349,3,5890340,California & Presidio,0,103,112832
9349,2,5890172,California & Presidio,0,105,112832
9349,2,5890094,California & Presidio,0,103,112832
9349,1,5889825,California & Presidio,0,101,112832
9349,1,5889822,California & Presidio,0,154,112832
9349,1,5889821,California & Presidio,0,105,112832
9349,1,5889820,California & Presidio,0,153,112832
9349,1,5889819,California & Presidio,0,152,112832
9349,1,5889818,California & Presidio,0,104,112832
9349,1,5889817,California & Presidio,0,109,112832
9349,1,5889816,California & Presidio,0,103,112832
9349,1,5889814,California & Presidio,0,123,112832
9349,1,5889813,California & Presidio,0,107,112832
9349,1,5889812,California & Presidio,0,106,112832
9349,1,5889811,California & Presidio,0,116,112832
9349,1,5889810,California & Presidio,0,122,112832
9349,1,5889809,California & Presidio,0,114,112832
9349,1,5889808,California & Presidio,0,115,112832
9349,1,5889807,California & Presidio,0,113,112832
9349,1,5889806,California & Presidio,0,102,112832
9349,1,5889805,California & Presidio,0,112,112832
9349,1,5889804,California & Presidio,0,111,112832
9349,1,5889803,California & Presidio,0,110,112832
9349,1,5889802,California & Presidio,0,120,112832
9349,1,5889683,California & Presidio,0,119,112832
9349,1,5889681,California & Presidio,0,118,112832
9349,1,5889680,California & Presidio,0,117,112832
9349,1,5889847,California & Presidio,0,101,112832
9349,1,5889844,California & Presidio,0,105,112832
9349,1,5889841,California & Presidio,0,104,112832
9349,1,5889838,California & Presidio,0,103,112832
9349,1,5889835,California & Presidio,0,123,112832
9349,1,5889734,California & Presidio,0,108,112832
9349,1,5889824,California & Presidio,0,124,112832
9349,1,5889713,California & Presidio,0,121,112832
9349,1,5889726,California & Presidio,0,122,112832
9349,1,5889725,California & Presidio,0,108,112832
9349,2,5890095,the Richmond District,0,106,112831
9349,2,5890096,the Richmond District,0,102,112831
9349,2,5890097,the Richmond District,0,113,112831
9349,2,5890098,the Richmond District,0,108,112831
9349,2,5890099,the Richmond District,0,105,112831
9349,2,5890100,the Richmond District,0,101,112831
9349,2,5890101,the Richmond District,0,107,112831
9349,2,5890102,the Richmond District,0,104,112831
9349,2,5890103,the Richmond District,0,103,112831
9349,2,5890104,the Richmond District,0,106,112831
9349,2,5890105,the Richmond District,0,109,112831
9349,2,5890106,the Richmond District,0,102,112831
9349,2,5890107,the Richmond District,0,113,112831
9349,2,5890108,the Richmond District,0,112,112831
9349,2,5890109,the Richmond District,0,108,112831
9349,2,5890110,the Richmond District,0,105,112831
